Intention,Usefulness,Ease,Trust,Gender,Condition,AgeGroup
1,8,25,25.0,1,2,1
0,0,50,50.0,0,2,2
90,83,70,90.0,0,0,0
100,100,86,50.0,1,2,0
96,47,95,88.0,0,2,2
87,100,85,76.0,0,0,0
100,100,95,90.0,0,0,2
50,56,70,80.0,1,0,2
89,100,100,90.0,1,1,0
22,38,32,40.0,0,0,2
82,99,72,75.0,0,0,0
65,96,99,95.0,1,1,0
100,90,100,100.0,0,2,0
100,100,100,61.0,0,2,1
0,0,0,30.0,1,0,1
16,73,5,100.0,0,2,2
68,50,99,76.0,0,2,1
79,76,100,100.0,1,1,1
50,50,50,50.0,1,1,2
24,0,50,100.0,1,2,0
0,3,50,50.0,0,1,2
74,50,100,100.0,0,0,0
79,100,64,30.0,0,0,1
69,22,100,100.0,0,0,0
50,65,50,80.0,1,2,2
24,72,71,74.0,0,1,0
100,100,100,80.0,0,2,2
58,0,100,23.0,0,1,0
0,22,100,42.0,0,2,0
76,100,78,79.0,0,1,2
30,50,90,50.0,0,0,0
38,100,70,24.0,0,0,0
79,70,76,100.0,0,1,0
20,50,30,25.0,1,2,1
100,90,100,0.0,1,2,0
100,100,100,100.0,1,1,0
34,50,32,19.0,1,0,2
50,19,50,21.0,0,1,1
100,100,100,91.0,0,1,0
87,100,80,86.0,0,1,0
100,100,50,50.0,0,1,0
16,50,50,0.0,0,0,2
0,5,0,0.0,0,2,0
48,31,33,72.0,0,0,0
0,0,15,18.0,1,1,2
0,100,50,0.0,0,1,0
50,50,50,100.0,0,1,4
100,100,100,0.0,0,2,0
100,100,100,100.0,1,2,2
74,78,24,30.0,0,2,0
50,50,50,0.0,0,1,0
50,66,64,50.0,0,0,0
0,84,50,50.0,0,2,0
76,100,90,82.0,0,1,0
100,100,100,100.0,0,0,0
80,100,73,18.0,0,1,0
50,50,50,50.0,1,1,0
100,100,36,100.0,0,1,0
95,76,100,75.0,0,0,1
100,100,100,20.0,1,2,0
81,71,75,37.0,0,0,0
99,99,99,99.0,1,0,2
50,50,100,50.0,1,1,0
50,50,50,24.0,0,2,2
41,82,50,51.0,1,1,0
94,89,89,85.0,0,2,3
94,79,85,92.0,0,0,1
0,4,100,98.0,0,0,0
20,100,26,22.0,1,1,0
50,76,72,73.0,0,1,2
100,100,100,100.0,0,0,0
100,100,100,100.0,0,2,0
25,0,40,75.0,1,2,0
50,50,50,21.0,1,1,0
35,70,38,100.0,1,0,3
0,1,0,0.0,0,0,0
23,11,72,100.0,0,0,2
94,88,100,100.0,0,0,1
0,0,0,50.0,0,0,0
7,24,0,0.0,0,0,0
100,100,100,63.0,0,2,0
100,80,80,90.0,0,2,0
32,81,50,70.0,1,2,2
39,35,50,50.0,0,1,3
94,90,100,95.0,0,2,0
50,50,50,0.0,0,2,3
50,100,100,100.0,1,0,3
0,75,100,100.0,1,0,0
100,100,100,100.0,1,2,0
75,70,91,75.0,0,0,2
50,100,100,22.0,0,0,1
0,32,0,9.0,1,0,0
50,62,100,100.0,0,0,3
100,100,100,100.0,1,1,0
100,50,50,50.0,0,2,3
71,55,70,34.0,0,1,0
100,100,100,100.0,1,1,0
100,100,72,100.0,0,1,0
50,95,94,26.0,0,1,2
91,65,86,72.0,0,2,1
35,51,55,16.0,1,0,0
100,90,87,76.0,1,0,1
90,100,90,79.0,0,1,0
100,100,100,100.0,1,0,0
50,70,40,30.0,0,1,1
93,100,100,100.0,0,0,2
55,70,30,100.0,1,1,0
70,100,65,40.0,1,0,0
100,100,100,100.0,1,2,0
50,82,75,40.0,1,1,2
100,100,83,100.0,1,0,0
88,50,73,78.0,1,0,1
26,24,23,26.0,1,0,1
100,90,75,100.0,0,1,2
100,87,91,100.0,1,0,1
65,90,59,76.0,0,1,0
0,0,50,100.0,1,1,1
50,80,50,9.0,0,0,0
37,71,50,30.0,1,1,1
22,51,35,19.0,0,0,1
95,89,69,88.0,1,0,2
75,75,70,100.0,0,0,1
89,98,93,83.0,0,0,2
80,54,73,100.0,1,2,0
21,0,97,50.0,1,0,1
50,50,100,50.0,0,0,0
97,76,91,100.0,1,0,0
100,100,100,100.0,1,2,0
30,70,100,80.0,0,2,0
0,0,0,0.0,0,0,0
92,91,94,91.0,0,0,2
70,50,70,90.0,0,1,0
78,63,100,80.0,1,1,0
50,50,35,29.0,0,2,1
13,27,12,41.0,0,1,3
50,50,86,50.0,0,2,3
50,83,85,50.0,1,2,0
98,50,96,100.0,0,0,0
100,100,29,42.0,0,2,0
100,77,79,100.0,0,0,0
100,100,100,100.0,0,1,0
0,22,0,42.0,0,0,0
0,32,70,31.0,0,2,0
6,23,31,0.0,1,0,0
100,100,100,100.0,0,2,0
31,50,50,75.0,1,1,0
0,0,0,0.0,1,0,3
78,50,50,91.0,0,2,3
26,72,25,40.0,0,0,1
25,50,40,86.0,1,1,2
60,50,60,70.0,1,2,2
50,50,84,99.0,1,2,0
30,30,90,0.0,1,2,0
100,100,90,80.0,0,0,0
33,50,70,25.0,0,0,2
0,50,0,0.0,0,1,0
25,31,21,44.0,1,2,0
46,32,32,50.0,1,2,0
50,50,50,50.0,1,2,0
29,74,65,50.0,1,2,2
0,100,30,30.0,0,0,0
0,50,16,19.0,1,1,2
50,70,42,92.0,0,0,3
100,85,76,99.0,0,2,0
20,50,31,32.0,0,2,2
50,75,50,90.0,0,1,2
50,0,50,50.0,0,0,2
0,0,50,39.0,1,0,1
7,50,20,13.0,0,2,2
100,100,100,100.0,1,2,0
100,100,100,100.0,0,2,0
80,72,84,100.0,0,2,0
80,79,80,100.0,0,2,0
100,100,75,35.0,0,0,0
30,60,25,35.0,0,2,1
29,13,6,50.0,1,0,2
100,100,100,100.0,0,2,0
70,100,75,70.0,1,0,0
100,100,100,100.0,0,2,0
27,50,50,2.0,0,2,0
100,100,47,100.0,0,1,0
100,100,20,67.0,0,0,0
15,42,18,34.0,1,0,0
29,0,72,65.0,1,1,0
100,94,92,100.0,1,1,0
84,82,100,100.0,1,1,0
100,100,100,100.0,1,2,0
80,100,60,100.0,0,2,0
50,50,74,77.0,0,2,1
72,15,74,58.0,0,2,1
50,100,50,50.0,1,0,0
0,3,100,100.0,1,2,0
50,50,50,50.0,0,1,0
100,100,100,100.0,1,0,0
50,100,50,100.0,1,0,0
50,30,100,50.0,0,2,2
100,50,50,43.0,1,1,0
0,0,100,0.0,1,2,0
50,76,92,100.0,0,2,0
81,50,50,50.0,0,2,0
50,43,42,59.0,0,1,0
69,38,53,50.0,1,2,0
21,0,61,37.0,1,1,0
100,62,100,100.0,0,0,0
100,100,100,100.0,0,0,0
77,62,91,38.0,0,1,0
100,100,100,100.0,0,0,0
78,1,7,100.0,1,1,0
100,100,100,100.0,1,1,1
74,75,50,50.0,1,2,0
57,83,75,77.0,0,2,0
80,50,85,85.0,1,2,0
50,25,20,78.0,1,2,0
100,100,50,46.0,1,0,0
18,50,70,40.0,1,2,0
100,100,100,50.0,0,0,0
49,100,100,100.0,1,2,0
50,100,50,50.0,0,1,0
50,50,50,96.0,0,2,0
85,100,97,100.0,0,0,0
100,67,72,18.0,0,0,0
91,50,100,100.0,0,2,0
21,50,50,0.0,0,0,0
50,66,50,50.0,0,2,0
50,50,50,50.0,0,0,0
0,0,0,0.0,0,0,0
100,100,100,100.0,0,0,0
100,0,100,100.0,1,0,2
100,100,100,100.0,0,0,0
100,100,100,100.0,1,2,0
100,100,100,100.0,1,1,0
100,50,100,0.0,1,0,0
50,100,50,50.0,1,0,0
0,20,100,6.0,1,2,0
65,70,50,50.0,1,2,0
50,50,50,50.0,1,1,0
100,80,81,75.0,1,1,1
100,71,100,93.0,0,0,2
100,100,76,100.0,0,2,0
0,68,90,100.0,0,2,0
7,0,1,3.0,1,1,2
100,100,100,100.0,1,1,0
50,50,50,100.0,1,1,0
14,51,1,8.0,1,1,0
61,50,89,30.0,1,2,2
11,11,37,25.0,0,0,3
28,0,18,50.0,1,2,3
60,90,100,100.0,0,0,0
100,50,100,70.0,0,2,0
18,59,50,0.0,0,2,1
100,84,100,84.0,0,2,0
50,50,75,50.0,1,2,1
30,50,30,45.0,0,0,2
50,50,30,25.0,1,1,2
68,50,90,100.0,1,1,0
77,84,82,75.0,0,2,1
50,84,68,81.0,1,1,1
16,14,9,21.0,0,1,0
30,34,32,73.0,0,0,3
50,27,50,24.0,1,2,1
50,77,100,0.0,0,0,3
29,0,42,50.0,1,0,2
69,89,59,75.0,1,1,2
100,70,65,55.0,0,2,0
100,91,82,89.0,1,1,1
100,100,100,50.0,0,1,0
50,79,86,40.0,1,2,2
15,50,15,50.0,1,1,0
3,18,50,50.0,1,2,3
21,25,79,21.0,1,1,3
100,100,100,50.0,0,2,2
22,30,26,35.0,1,2,1
63,90,57,100.0,1,0,0
50,40,50,50.0,0,1,2
10,9,21,86.0,1,0,2
23,9,10,38.0,0,2,2
89,99,78,77.0,0,2,2
61,50,61,92.0,0,1,0
0,0,21,50.0,1,0,2
50,25,22,38.0,0,2,0
62,68,78,70.0,0,0,1
0,4,50,89.0,1,1,2
2,0,82,94.0,1,1,2
50,10,50,100.0,1,0,0
100,60,100,30.0,0,1,1
50,36,81,100.0,0,0,0
100,100,100,100.0,1,0,2
50,50,10,10.0,1,2,2
94,81,64,45.0,1,0,2
71,50,73,50.0,0,2,2
75,81,80,74.0,1,0,2
83,81,83,70.0,0,0,1
0,50,81,3.0,1,2,2
92,100,100,100.0,0,2,2
31,21,49,29.0,1,2,2
100,100,100,100.0,1,0,0
21,31,14,0.0,1,1,3
62,65,70,50.0,1,2,0
100,100,87,75.0,1,2,0
86,94,86,90.0,1,1,1
100,50,50,100.0,0,1,1
50,50,50,0.0,0,1,0
100,40,0,14.0,0,2,0
5,84,9,5.0,0,1,2
100,100,100,90.0,0,2,2
100,100,100,100.0,0,0,3
100,74,90,77.0,0,1,0
35,33,64,53.0,0,1,0
0,50,50,27.0,0,1,0
50,50,50,50.0,1,1,3
41,56,79,70.0,1,1,0
60,80,50,40.0,0,2,1
84,80,76,67.0,1,2,2
71,31,68,100.0,0,0,3
91,82,89,36.0,1,0,1
98,50,50,80.0,1,2,2
0,100,100,100.0,0,2,0
68,19,85,100.0,0,1,0
62,57,85,88.0,0,2,3
50,58,60,70.0,1,1,2
0,50,50,50.0,1,0,2
100,100,100,100.0,0,2,0
50,50,50,50.0,1,1,2
96,100,100,100.0,0,0,0
10,39,50,10.0,0,0,0
90,100,90,60.0,0,1,0
40,75,70,30.0,0,2,0
81,74,85,78.0,1,2,2
80,82,80,81.0,1,0,2
40,70,60,30.0,1,2,2
0,50,50,20.0,0,2,2
29,50,76,96.0,0,0,0
0,26,20,70.0,1,2,4
0,0,0,14.0,1,1,3
66,74,74,17.0,1,2,1
51,19,65,100.0,0,0,0
0,35,50,100.0,0,1,0
50,90,80,80.0,1,1,2
91,90,93,94.0,0,1,2
4,43,40,60.0,0,1,0
49,70,35,68.0,0,0,3
30,67,30,30.0,1,0,2
68,94,50,50.0,0,1,0
50,50,25,50.0,0,0,0
79,79,78,78.0,1,2,2
28,78,88,19.0,1,0,1
100,100,100,85.0,0,1,2
100,100,100,100.0,0,2,0
20,50,32,99.0,1,0,0
5,12,17,58.0,1,0,2
45,75,18,24.0,0,0,1
30,35,21,23.0,0,2,1
50,50,50,50.0,1,2,0
100,100,100,100.0,1,2,4
77,75,75,72.0,0,0,0
50,50,72,89.0,0,1,0
90,96,56,50.0,0,0,2
100,86,100,100.0,0,2,0
80,72,70,100.0,0,1,0
100,79,100,50.0,0,0,0
50,50,50,50.0,0,1,0
50,100,100,100.0,1,2,0
100,100,100,100.0,1,1,0
64,68,72,31.0,1,2,0
35,70,100,99.0,0,2,0
100,100,100,100.0,1,2,0
50,50,50,50.0,1,2,0
50,50,50,50.0,1,2,2
100,32,100,100.0,1,1,0
0,0,100,35.0,0,0,2
100,100,100,100.0,0,1,2
100,100,100,90.0,0,0,0
100,100,100,100.0,0,0,0
84,92,76,50.0,0,1,0
100,100,100,100.0,0,2,0
68,41,39,80.0,1,0,0
0,3,7,0.0,1,0,0
92,70,63,78.0,0,2,2
100,100,100,99.0,0,2,0
25,80,87,84.0,0,2,0
50,93,50,88.0,0,0,3
8,24,38,45.0,0,0,0
32,83,84,63.0,0,2,2
100,50,87,50.0,0,2,2
100,95,75,95.0,1,2,2
90,74,86,88.0,0,0,2
60,0,50,36.0,1,2,0
79,100,79,100.0,0,0,0
100,95,82,50.0,0,2,2
49,65,54,61.0,0,0,0
96,91,84,93.0,1,0,3
50,89,77,85.0,0,0,2
90,100,30,60.0,0,2,0
100,87,100,50.0,1,1,0
60,60,1,100.0,0,0,0
6,27,66,0.0,0,2,1
100,100,100,100.0,0,1,0
80,100,66,100.0,0,1,0
72,50,90,81.0,0,2,2
20,75,50,20.0,0,0,2
34,100,39,82.0,0,2,0
100,90,100,100.0,1,2,0
76,91,78,66.0,0,1,0
4,96,31,50.0,1,1,0
8,6,11,1.0,1,1,0
50,77,24,50.0,0,1,2
19,2,50,50.0,1,2,2
11,50,65,86.0,0,2,0
95,100,95,100.0,0,0,0
25,25,25,25.0,0,1,2
80,90,95,80.0,0,2,2
50,0,17,18.0,1,0,2
35,25,60,20.0,1,0,2
58,61,74,28.0,0,0,2
30,0,50,62.0,0,1,2
68,55,50,87.0,0,2,0
50,70,60,45.0,0,1,0
86,72,82,33.0,1,0,2
0,0,50,70.0,0,1,3
80,90,80,85.0,0,1,0
24,85,22,28.0,0,0,1
70,50,61,63.0,1,1,1
99,100,99,0.0,0,1,0
81,27,50,79.0,0,0,2
63,81,50,64.0,1,0,2
63,65,60,54.0,1,2,0
81,83,72,38.0,1,1,2
29,21,50,50.0,1,1,2
100,100,50,70.0,0,1,0
10,50,20,30.0,0,1,0
66,85,100,96.0,0,0,0
70,50,50,90.0,0,1,0
55,70,50,55.0,0,0,0
50,50,78,82.0,0,1,2
0,95,50,100.0,0,2,3
84,75,30,96.0,1,2,3
100,90,0,100.0,0,2,0
50,85,73,95.0,1,2,3
5,0,8,2.0,0,1,2
25,50,29,51.0,1,2,2
50,50,50,50.0,0,2,2
50,50,50,50.0,0,2,3
20,0,14,0.0,0,0,1
50,50,50,31.0,0,2,0
64,100,41,50.0,0,2,1
85,50,75,85.0,0,1,0
80,38,88,36.0,0,0,0
50,15,21,26.0,1,2,0
91,92,91,91.0,1,2,2
75,69,75,26.0,0,1,3
50,75,100,100.0,1,2,0
85,87,100,85.0,0,2,0
100,100,90,75.0,0,1,2
100,100,100,100.0,0,2,2
100,97,50,97.0,1,2,2
100,68,50,76.0,0,1,2
90,92,75,82.0,0,2,0
100,86,80,50.0,1,0,0
99,50,50,100.0,1,0,0
50,10,50,6.0,0,0,2
100,100,100,100.0,0,2,0
50,50,22,50.0,1,0,1
0,0,8,17.0,1,0,1
20,30,50,82.0,1,2,2
0,0,70,100.0,1,0,0
100,100,50,50.0,0,2,0
50,40,50,40.0,1,2,2
100,100,68,100.0,1,1,1
100,100,80,70.0,1,2,0
35,65,56,35.0,0,0,0
50,79,50,50.0,1,1,2
0,50,0,50.0,1,0,2
61,86,51,100.0,1,2,0
100,100,100,100.0,0,0,0
60,60,50,60.0,1,1,1
50,100,50,50.0,0,2,0
50,50,50,50.0,0,0,2
60,30,50,75.0,1,1,2
100,100,100,100.0,1,0,0
10,7,17,31.0,1,0,2
30,90,100,90.0,0,2,0
100,100,100,100.0,0,1,0
100,100,100,50.0,1,0,0
20,49,80,80.0,1,0,0
75,25,20,65.0,0,2,0
0,50,26,13.0,0,2,0
100,100,100,100.0,0,2,1
86,62,100,90.0,0,1,0
50,50,75,50.0,0,2,0
100,100,100,100.0,1,2,2
0,100,100,100.0,0,1,0
72,74,86,70.0,1,0,3
50,50,50,63.0,1,2,2
92,81,80,100.0,1,0,1
100,81,100,100.0,0,1,0
100,100,100,100.0,0,1,0
100,100,100,100.0,0,1,0
0,6,0,0.0,0,0,4
76,74,75,50.0,0,1,2
20,20,20,10.0,0,2,0
50,70,50,70.0,0,2,0
40,14,62,55.0,1,0,0
100,57,50,100.0,1,1,0
28,71,50,50.0,1,2,0
100,100,100,100.0,1,2,0
90,90,45,100.0,0,1,0
51,14,50,66.0,1,1,0
50,75,65,82.0,1,0,2
14,100,23,38.0,0,2,0
100,76,80,30.0,0,2,0
100,0,100,74.0,1,1,0
100,100,49,100.0,0,1,0
78,89,76,71.0,1,0,2
100,90,100,100.0,0,1,0
50,75,50,50.0,0,2,2
100,100,100,100.0,0,2,0
100,100,100,100.0,0,1,0
80,90,60,50.0,0,0,2
76,50,63,100.0,1,1,2
100,100,100,100.0,0,1,0
84,91,83,75.0,0,2,0
100,100,100,95.0,0,0,0
50,50,50,32.0,0,0,0
76,81,75,62.0,0,1,0
74,72,80,38.0,1,1,0
100,100,100,100.0,0,2,0
80,81,50,62.0,1,1,0
50,70,31,50.0,1,0,2
100,96,100,100.0,0,2,0
23,17,17,18.0,1,1,2
100,100,100,100.0,0,0,0
91,100,88,100.0,0,2,0
39,39,37,32.0,1,1,2
100,100,100,100.0,0,0,0
85,82,87,70.0,0,0,0
100,95,100,100.0,0,1,1
5,19,12,6.0,1,0,0
40,68,35,27.0,1,0,0
100,100,100,100.0,0,1,2
50,50,50,70.0,0,2,1
50,50,50,86.0,0,1,3
75,100,100,80.0,0,1,0
100,100,100,75.0,0,0,0
85,71,100,76.0,0,2,0
80,100,90,40.0,1,0,0
10,11,10,20.0,0,2,2
77,76,87,69.0,0,2,0
87,100,89,89.0,0,1,0
50,100,75,100.0,1,1,0
100,98,100,99.0,1,1,3
32,50,50,50.0,0,2,2
30,80,100,40.0,0,1,0
82,73,100,100.0,1,2,2
33,25,50,100.0,1,0,2
50,50,73,50.0,0,1,0
0,50,90,90.0,0,2,2
52,46,51,80.0,0,2,0
100,80,70,95.0,0,1,0
100,100,100,100.0,0,0,0
28,11,88,76.0,1,1,2
25,99,98,93.0,1,0,2
100,100,83,100.0,0,1,2
100,78,89,93.0,0,2,2
79,70,75,75.0,0,1,0
76,71,73,67.0,0,2,0
87,87,89,96.0,1,2,2
50,64,70,88.0,0,1,0
50,52,50,64.0,0,1,0
88,0,0,27.0,0,2,0
76,64,55,91.0,1,1,0
50,68,50,92.0,1,1,2
44,63,78,83.0,0,1,0
70,100,66,60.0,0,0,0
77,62,60,100.0,0,0,0
34,64,37,72.0,1,0,2
85,33,82,75.0,0,0,0
100,100,73,100.0,0,2,0
95,80,75,63.0,0,2,0
36,34,28,5.0,1,1,0
17,69,64,21.0,0,0,2
70,60,70,95.0,1,1,1
99,50,50,60.0,0,2,0
9,3,12,50.0,0,0,2
80,75,55,60.0,0,2,0
60,20,61,31.0,0,2,0
100,100,100,100.0,0,1,0
29,50,2,52.0,0,2,0
50,90,57,45.0,0,1,0
92,99,100,80.0,1,0,2
100,70,90,100.0,0,0,0
100,100,0,0.0,1,2,0
42,43,40,41.0,1,0,2
80,80,70,90.0,0,1,0
100,88,86,80.0,0,2,3
50,100,100,50.0,0,1,2
50,95,100,68.0,0,0,0
75,75,75,80.0,0,2,1
17,33,23,22.0,1,2,2
76,80,75,75.0,0,2,0
60,65,38,80.0,0,1,2
95,80,34,90.0,0,2,0
71,85,91,100.0,1,1,0
5,34,26,0.0,1,2,1
80,70,85,76.0,1,1,0
100,100,100,100.0,0,2,0
100,80,85,100.0,0,1,0
50,50,50,50.0,0,1,3
100,100,100,100.0,0,1,0
0,35,8,27.0,1,0,2
0,28,100,34.0,0,1,0
91,75,91,100.0,1,2,0
80,90,99,100.0,1,1,1
16,50,19,3.0,1,1,2
28,43,57,38.0,1,2,1
100,100,100,98.0,0,1,2
100,96,79,100.0,0,0,0
100,100,100,100.0,1,0,0
93,100,88,99.0,1,2,2
50,66,84,42.0,1,2,0
50,70,44,70.0,1,0,0
95,86,96,92.0,1,2,2
0,11,100,0.0,1,1,0
50,52,50,100.0,0,2,0
50,39,15,14.0,1,2,1
40,50,75,75.0,1,0,2
90,85,65,92.0,1,1,1
39,38,79,0.0,0,0,0
100,100,100,100.0,0,2,0
61,61,70,100.0,0,2,0
33,58,31,80.0,0,0,0
50,50,50,50.0,0,0,0
56,52,87,45.0,0,1,1
50,77,100,72.0,0,0,0
34,25,50,75.0,0,1,2
50,76,58,45.0,1,2,0
100,50,88,0.0,1,0,3
72,100,100,90.0,0,0,0
100,100,100,100.0,0,1,0
100,100,100,100.0,0,2,0
77,91,92,91.0,0,2,1
100,100,100,65.0,1,2,0
0,100,100,100.0,0,1,0
100,100,100,100.0,1,0,1
100,50,50,100.0,0,2,0
100,100,60,100.0,0,1,0
100,100,100,100.0,0,2,0
0,13,71,21.0,1,1,2
50,50,50,50.0,0,2,3
22,50,22,20.0,1,2,2
65,50,65,100.0,1,2,0
50,50,50,50.0,0,0,0
100,91,50,75.0,1,1,0
74,100,100,50.0,1,2,1
11,100,25,90.0,0,0,2
0,50,0,0.0,0,2,0
40,100,100,80.0,0,0,0
100,80,81,100.0,0,2,0
75,75,83,68.0,0,1,0
100,100,24,100.0,1,0,0
96,95,78,84.0,0,2,0
54,86,100,100.0,0,0,0
100,100,100,100.0,0,2,0
100,86,92,50.0,0,2,1
91,50,71,32.0,1,1,1
10,0,100,77.0,0,1,0
100,90,90,100.0,0,1,0
96,100,89,100.0,0,1,0
100,100,100,100.0,0,2,0
60,100,95,40.0,0,2,0
100,80,100,100.0,1,0,0
50,76,50,88.0,0,0,0
75,90,70,50.0,1,1,2
50,31,50,81.0,0,0,2
100,85,92,85.0,0,2,2
28,100,50,50.0,0,1,2
50,73,50,85.0,0,1,2
27,38,31,50.0,1,0,3
100,100,100,87.0,0,2,0
61,73,64,50.0,0,1,0
74,91,75,81.0,0,1,2
74,87,67,75.0,0,1,2
90,95,65,65.0,0,0,0
50,50,50,76.0,0,2,2
35,61,70,50.0,1,2,1
0,92,100,0.0,0,0,0
100,100,100,100.0,0,2,1
73,79,75,50.0,0,2,2
34,50,40,36.0,0,1,2
74,80,50,75.0,0,1,0
5,25,51,6.0,0,2,0
90,50,100,100.0,0,0,2
31,67,37,24.0,1,0,2
100,90,100,100.0,0,0,0
22,50,71,16.0,0,0,1
0,78,30,100.0,0,0,0
63,59,66,30.0,1,0,0
65,85,70,40.0,0,0,1
76,100,87,25.0,1,2,2
100,100,100,100.0,1,2,1
100,100,100,100.0,0,2,1
62,60,66,68.0,1,0,1
70,88,61,100.0,0,1,0
100,100,100,79.0,0,1,2
50,91,82,90.0,0,0,0
100,50,80,88.0,0,2,0
50,50,50,50.0,0,2,0
57,77,43,30.0,0,0,2
31,41,50,50.0,0,2,0
0,71,25,0.0,0,2,1
100,79,50,20.0,0,2,1
100,100,100,100.0,1,2,0
0,0,0,50.0,0,1,2
12,63,37,31.0,0,0,1
100,100,88,100.0,0,0,2
75,80,74,100.0,1,0,2
57,65,64,74.0,0,2,0
83,100,88,77.0,1,1,0
100,100,100,100.0,0,2,2
75,50,100,24.0,1,0,2
50,80,50,100.0,1,1,0
62,50,50,50.0,1,1,0
75,50,50,60.0,0,1,0
25,25,29,23.0,0,2,2
40,55,92,70.0,0,0,0
72,88,19,10.0,1,2,2
10,72,90,50.0,0,1,1
100,100,100,80.0,0,1,0
50,100,100,80.0,0,1,0
0,20,19,31.0,1,0,1
100,93,90,100.0,0,1,1
65,74,50,36.0,0,0,2
50,80,80,70.0,0,0,0
50,90,100,83.0,1,2,2
92,71,94,92.0,1,2,2
20,20,20,50.0,0,0,3
25,50,55,15.0,0,2,0
100,81,100,100.0,0,0,0
64,75,70,58.0,0,2,0
100,100,100,100.0,1,2,0
100,99,73,74.0,0,0,2
100,100,100,80.0,0,2,0
100,100,100,100.0,0,2,0
0,0,70,0.0,0,2,0
78,74,79,39.0,1,2,0
50,100,8,86.0,1,2,0
43,36,59,86.0,0,1,3
50,69,50,90.0,1,2,2
100,100,100,100.0,0,0,2
29,50,99,100.0,1,0,0
100,99,95,95.0,1,1,2
50,50,50,90.0,0,2,1
91,30,60,50.0,0,1,1
50,50,50,24.0,1,2,1
54,68,85,91.0,1,2,0
100,100,100,100.0,0,2,0
61,71,58,42.0,0,1,1
75,100,61,95.0,1,1,0
90,50,90,88.0,1,0,1
100,78,100,66.0,0,0,2
66,92,74,86.0,1,2,1
50,85,80,100.0,1,0,2
21,22,10,75.0,0,2,2
50,78,21,32.0,0,0,2
32,24,6,12.0,0,2,2
100,100,85,100.0,0,1,0
18,50,13,20.0,1,2,2
46,50,47,52.0,1,1,1
100,76,25,100.0,0,0,0
0,52,100,100.0,1,1,0
87,86,79,84.0,0,0,1
84,81,87,77.0,0,0,2
30,68,50,63.0,1,0,2
80,100,75,86.0,1,0,1
84,73,84,80.0,0,0,2
80,70,98,67.0,0,2,0
100,100,92,87.0,1,2,1
70,50,44,75.0,1,2,0
100,80,50,100.0,1,1,0
64,37,16,54.0,1,1,0
0,10,0,60.0,1,2,2
50,50,100,50.0,1,1,0
100,100,85,0.0,0,1,2
62,50,62,67.0,0,2,2
100,100,100,100.0,1,2,0
50,100,100,100.0,0,0,0
100,100,100,100.0,0,1,1
50,68,15,18.0,1,0,1
30,80,23,50.0,1,1,1
78,76,70,84.0,0,1,1
100,100,100,100.0,0,2,0
100,100,100,100.0,0,2,0
100,100,100,100.0,0,0,0
90,100,50,80.0,0,1,0
100,100,80,50.0,0,0,0
100,100,100,100.0,0,0,0
10,20,50,20.0,0,1,2
100,100,100,90.0,0,1,0
100,87,100,100.0,0,1,0
80,100,75,100.0,0,1,0
81,90,100,81.0,0,2,3
100,100,85,80.0,0,0,0
33,50,50,40.0,0,2,3
70,90,80,32.0,1,0,3
50,22,50,50.0,1,2,2
7,100,0,50.0,1,1,0
2,4,20,50.0,0,0,3
100,100,100,100.0,0,1,2
40,25,50,41.0,0,2,3
50,50,31,100.0,1,1,2
100,100,100,100.0,0,1,3
0,0,0,51.0,1,1,2
20,28,40,50.0,0,2,3
100,31,100,100.0,0,2,0
50,50,50,50.0,0,0,0
100,100,50,100.0,0,2,0
0,0,50,100.0,1,2,3
100,100,100,100.0,0,0,2
50,88,50,10.0,0,2,3
100,100,50,100.0,0,2,0
100,100,97,83.0,0,1,0
100,100,100,91.0,0,1,0
31,34,14,29.0,1,2,1
65,83,50,100.0,0,0,2
0,25,0,25.0,1,0,0
60,67,50,100.0,1,0,3
100,100,71,73.0,0,0,0
0,0,0,0.0,1,1,2
72,36,50,89.0,1,0,0
50,50,80,90.0,1,1,2
53,91,50,50.0,0,2,0
86,64,71,0.0,0,1,3
92,97,82,97.0,1,2,3
67,80,63,57.0,1,0,0
50,100,50,100.0,0,2,0
60,78,59,82.0,0,0,2
100,100,75,100.0,0,2,0
100,100,43,53.0,0,1,1
0,0,78,100.0,1,1,0
50,50,100,34.0,1,0,0
60,85,100,38.0,0,1,0
64,70,42,62.0,0,0,2
100,100,100,100.0,0,2,2
10,70,0,10.0,1,0,2
78,75,42,93.0,0,2,2
74,89,70,78.0,0,1,0
0,4,30,11.0,1,0,3
81,89,70,89.0,0,0,1
2,26,1,50.0,0,0,2
81,91,82,50.0,1,2,1
25,50,50,50.0,0,2,0
60,100,53,26.0,0,2,0
72,73,100,100.0,1,2,0
60,79,31,65.0,0,0,0
75,0,50,75.0,1,1,0
38,40,31,50.0,1,1,2
50,77,93,81.0,0,2,2
50,50,50,42.0,1,0,2
89,69,48,100.0,1,2,0
0,17,15,86.0,1,1,2
100,100,71,90.0,1,2,0
11,46,50,89.0,0,0,0
84,85,50,67.0,0,1,2
31,30,77,71.0,0,1,1
50,50,50,50.0,1,2,1
0,2,36,20.0,0,0,0
100,50,100,38.0,1,0,0
100,100,100,100.0,1,2,0
26,0,0,23.0,1,0,1
100,92,100,100.0,0,2,0
50,49,50,100.0,1,0,0
75,80,71,20.0,1,1,0
100,100,100,100.0,1,0,0
